tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ca6d370505a3071a_score,player_518a76b4_x,player_518a76b4_y,player_518a76b4_move_target,player_518a76b4_item,player_518a76b4_score,player_518a76b4_cut_speed,player_518a76b4_speed,player_d96d0d8f_x,player_d96d0d8f_y,player_d96d0d8f_move_target,player_d96d0d8f_item,player_d96d0d8f_score,player_d96d0d8f_cut_speed,player_d96d0d8f_speed
467,0,1,,0,2,,0.0,0,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.90876453173793,48.18572500222878,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
468,0,1,,0,2,,0.0,0,0,3,tomato,2.3583333333333276,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.55309284127604,48.53714732451884,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
469,0,1,,0,2,,0.0,0,0,3,tomato,2.366666666666661,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.19742115081415,48.888569646809195,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
470,0,1,,0,2,,0.0,0,0,3,tomato,2.3749999999999942,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.84174946035226,49.23999196909963,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
471,0,1,,0,2,,0.0,0,0,3,tomato,2.3833333333333275,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.48607776989037,49.59141429139006,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
472,0,1,,0,2,,0.0,0,0,3,tomato,2.391666666666661,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.13040607942848,49.942836613680484,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
473,0,1,,0,2,,0.0,0,0,3,tomato,2.399999999999994,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.77473438896659,50.294258935970916,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
474,0,1,,0,2,,0.0,0,0,3,tomato,2.4083333333333274,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.4190626985047,50.64568125826135,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
475,0,1,,0,2,,0.0,0,0,3,tomato,2.4166666666666607,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.063391008042814,50.99710358055177,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
476,0,1,,0,2,,0.0,0,0,3,tomato,2.424999999999994,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.707719317580924,51.348525902842205,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
477,0,1,,0,2,,0.0,0,0,3,tomato,2.4333333333333274,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.352047627119035,51.69994822513263,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
478,0,1,,0,2,,0.0,0,0,3,tomato,2.4416666666666607,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.996375936657145,52.05137054742306,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
479,0,1,,0,2,,0.0,0,0,3,tomato,2.449999999999994,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.640704246195256,52.402792869713494,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
480,0,1,,0,2,,0.0,0,0,3,tomato,2.4583333333333273,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.285032555733366,52.75421519200392,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
481,0,1,,0,2,,0.0,0,0,3,tomato,2.4666666666666606,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.92936086527148,53.10563751429435,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
482,0,1,,0,2,,0.0,0,0,3,tomato,2.474999999999994,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.57368917480959,53.45705983658478,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
483,0,1,,0,2,,0.0,0,0,3,tomato,2.483333333333327,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.2180174843477,53.80848215887521,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
484,0,1,,0,2,,0.0,0,0,3,tomato,2.4916666666666605,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.86234579388581,54.15990448116564,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
485,0,1,,0,2,,0.0,0,0,3,tomato,2.499999999999994,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50667410342392,54.51132680345607,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
486,0,1,,0,2,,0.0,0,0,3,tomato,2.508333333333327,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15100241296203,54.8627491257465,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
487,0,1,,0,2,,0.0,0,0,3,tomato,2.5166666666666604,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.79533072250014,55.21417144803693,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
488,0,1,,0,2,,0.0,0,0,3,tomato,2.5249999999999937,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43965903203825,55.56559377032736,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
489,0,1,,0,2,,0.0,0,0,3,tomato,2.533333333333327,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
490,0,1,,0,2,,0.0,0,0,3,tomato,2.5416666666666603,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
491,0,1,,0,2,,0.0,0,0,3,tomato,2.5499999999999936,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
492,0,1,,0,2,,0.0,0,0,3,tomato,2.558333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
493,0,1,,0,2,,0.0,0,0,3,tomato,2.56666666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
494,0,1,,0,2,,0.0,0,0,3,tomato,2.5749999999999935,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
495,0,1,,0,2,,0.0,0,0,3,tomato,2.583333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
496,0,1,,0,2,,0.0,0,0,3,tomato,2.59166666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
497,0,1,,0,2,,0.0,0,0,3,tomato,2.5999999999999934,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
498,0,1,,0,2,,0.0,0,0,3,tomato,2.6083333333333267,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
499,0,1,,0,2,,0.0,0,0,3,tomato,2.61666666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
500,0,1,,0,2,,0.0,0,0,3,tomato,2.6249999999999933,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
501,0,1,,0,2,,0.0,0,0,3,tomato,2.6333333333333266,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
502,0,1,,0,2,,0.0,0,0,3,tomato,2.64166666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
503,0,1,,0,2,,0.0,0,0,3,tomato,2.6499999999999932,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
504,0,1,,0,2,,0.0,0,0,3,tomato,2.6583333333333266,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
505,0,1,,0,2,,0.0,0,0,3,tomato,2.66666666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
506,0,1,,0,2,,0.0,0,0,3,tomato,2.674999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
507,0,1,,0,2,,0.0,0,0,3,tomato,2.6833333333333265,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
508,0,1,,0,2,,0.0,0,0,3,tomato,2.6916666666666598,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
509,0,1,,0,2,,0.0,0,0,3,tomato,2.699999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
510,0,1,,0,2,,0.0,0,0,3,tomato,2.7083333333333264,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
511,0,1,,0,2,,0.0,0,0,3,tomato,2.7166666666666597,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
512,0,1,,0,2,,0.0,0,0,3,tomato,2.724999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
513,0,1,,0,2,,0.0,0,0,3,tomato,2.7333333333333263,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
514,0,1,,0,2,,0.0,0,0,3,tomato,2.7416666666666596,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
515,0,1,,0,2,,0.0,0,0,3,tomato,2.749999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.499999999999744,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
516,0,1,,0,2,,0.0,0,0,3,tomato,2.758333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.99999999999949,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
517,0,1,,0,2,,0.0,0,0,3,tomato,2.7666666666666595,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.49999999999923,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
518,0,1,,0,2,,0.0,0,0,3,tomato,2.774999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.99999999999898,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
519,0,1,,0,2,,0.0,0,0,3,tomato,2.783333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.49999999999872,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,tomato,2.7916666666666594,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,52.999999999998465,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,tomato,2.7999999999999927,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,52.49999999999821,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,tomato,2.808333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.999999999997954,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,tomato,2.8166666666666593,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.4999999999977,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,tomato,2.8249999999999926,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.99999999999744,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,tomato,2.833333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.499999999997186,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,tomato,2.8416666666666592,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.99999999999693,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,tomato,2.8499999999999925,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.499999999996675,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,tomato,2.858333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.99999999999642,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,tomato,2.866666666666659,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.49999999999616,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,tomato,2.8749999999999925,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,47.99999999999591,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,tomato,2.8833333333333258,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,47.49999999999565,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,tomato,2.891666666666659,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.999999999995396,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,tomato,2.8999999999999924,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.49999999999514,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
534,0,1,,0,2,,0.0,0,0,3,tomato,2.9083333333333257,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.999999999994884,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
535,0,1,,0,2,,0.0,0,0,3,tomato,2.916666666666659,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.49999999999463,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
536,0,1,,0,2,,0.0,0,0,3,tomato,2.9249999999999923,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.99999999999437,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
537,0,1,,0,2,,0.0,0,0,3,tomato,2.9333333333333256,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.49999999999412,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
538,0,1,,0,2,,0.0,0,0,3,tomato,2.941666666666659,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.99999999999386,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
539,0,1,,0,2,,0.0,0,0,3,tomato,2.949999999999992,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.499999999993605,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
540,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333255,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,42.99999999999335,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
541,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,42.49999999999309,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
542,0,1,,0,2,,0.0,0,0,3,tomato,2.974999999999992,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.99999999999284,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
543,0,1,,0,2,,0.0,0,0,3,tomato,2.9833333333333254,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.49999999999258,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
544,0,1,,0,2,,0.0,0,0,3,tomato,2.9916666666666587,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.999999999992326,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
545,0,1,,0,2,,0.0,0,0,3,tomato,2.999999999999992,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.49999999999207,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
546,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.0083333333333253,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.14054025181224,40.05770299503217,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
547,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.0166666666666586,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.49189088134284,39.70196048263281,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
548,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.84324151087344,39.346217970233454,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
549,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.033333333333325,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.19459214040404,38.990475457834094,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
550,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.0416666666666585,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.54594276993464,38.634732945434735,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
551,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.049999999999992,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.89729339946524,38.278990433035375,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
