tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,74d21527e48348bc_score,player_e107d331_x,player_e107d331_y,player_e107d331_move_target,player_e107d331_item,player_e107d331_score,player_e107d331_cut_speed,player_e107d331_speed,player_b2b40133_x,player_b2b40133_y,player_b2b40133_move_target,player_b2b40133_item,player_b2b40133_score,player_b2b40133_cut_speed,player_b2b40133_speed
277,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.645155538357486,99.59242109370382,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
278,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.08442960619443,100.03701449595656,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
279,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.52370367403138,100.48160789820929,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
280,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.96297774186833,100.9262013004618,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
281,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.40225180970528,101.3707947027139,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
282,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.841525877542225,101.81538810496598,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
283,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.28079994537917,102.25998150721806,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
284,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.72007401321612,102.70457490947014,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
285,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.15934808105307,103.14916831172222,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
286,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.598622148890016,103.5937617139743,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
287,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.04216324440286,103.57137983995311,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
288,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.4894883078547,103.1348878152745,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
289,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.93681337130654,102.69839579059588,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
290,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.384138434758384,102.26190376591727,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
291,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.831463498210226,101.82541174123865,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
292,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.27878856166207,101.38891971656004,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
293,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.72611362511391,100.95242769188143,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
294,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.17343868856575,100.51593566720281,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
295,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.620763752017595,100.0794436425242,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
296,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.06808881546944,99.64295161784558,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
297,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.51541387892128,99.20645959316697,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
298,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.96273894237312,98.76996756848835,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
299,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.410064005824964,98.33347554380974,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
300,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.857389069276806,97.89698351913113,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
301,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.30471413272865,97.46049149445251,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
302,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.75203919618049,97.0239994697739,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
303,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.19936425963233,96.58750744509528,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
304,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.646689323084175,96.15101542041667,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
305,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.09401438653602,95.71452339573806,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
306,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.54133944998786,95.27803137105944,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
307,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.9886645134397,94.84153934638083,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
308,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.43598957689154,94.40504732170221,,,0,1.0,15.0,87.11611652351695,24.88388347648305,,tomato,0,0.5,30.0
309,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.88331464034339,93.9685552970236,,,0,1.0,15.0,86.2322330470339,25.7677669529661,,tomato,0,0.5,30.0
310,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.33063970379523,93.53206327234498,,,0,1.0,15.0,85.34834957055085,26.65165042944915,,tomato,0,0.5,30.0
311,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.77796476724707,93.09557124766637,,,0,1.0,15.0,84.4644660940678,27.535533905932198,,tomato,0,0.5,30.0
312,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.22528983069891,92.65907922298776,,,0,1.0,15.0,83.58058261758475,28.419417382415247,,tomato,0,0.5,30.0
313,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.67261489415075,92.22258719830914,,,0,1.0,15.0,82.6966991411017,29.303300858898297,,tomato,0,0.5,30.0
314,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.1199399576026,91.78609517363053,,,0,1.0,15.0,81.81281566461865,30.187184335381346,,tomato,0,0.5,30.0
315,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.56726502105444,91.34960314895191,,,0,1.0,15.0,80.9289321881356,31.071067811864395,,tomato,0,0.5,30.0
316,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.01459008450628,90.9131111242733,,,0,1.0,15.0,80.04504871165256,31.954951288347445,,tomato,0,0.5,30.0
317,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.46191514795812,90.47661909959469,,,0,1.0,15.0,79.1611652351695,32.838834764830494,,tomato,0,0.5,30.0
318,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.90924021140997,90.04012707491607,,,0,1.0,15.0,78.27728175868646,33.722718241313544,,tomato,0,0.5,30.0
319,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.35656527486181,89.60363505023746,,,0,1.0,15.0,77.3933982822034,34.60660171779659,,tomato,0,0.5,30.0
320,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.80389033831365,89.16714302555947,,,0,1.0,15.0,76.50951480572036,35.49048519427964,,tomato,0,0.5,30.0
321,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.25121540176549,88.73065100088199,,,0,1.0,15.0,75.62563132923731,36.37436867076269,,tomato,0,0.5,30.0
322,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.69854046521733,88.29415897620451,,,0,1.0,15.0,74.74174785275426,37.25825214724574,,tomato,0,0.5,30.0
323,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.80732607617679,87.71255198849937,,,0,1.0,15.0,73.85786437627121,38.14213562372879,,tomato,0,0.5,30.0
324,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.81498951301515,87.08759897287686,,,0,1.0,15.0,72.97398089978816,39.02601910021184,,tomato,0,0.5,30.0
325,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.8226529498535,86.46264595725435,,,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
326,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.83031638669186,85.83769294163184,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
327,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.83797982353022,85.21273992600933,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
328,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.84564326036858,84.58778691038682,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
329,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.85330669720693,83.96283389476432,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
330,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.8609701340452,83.3378808791418,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
331,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.86863357088285,82.7129278635193,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
332,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.8762970077205,82.08797484789679,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
333,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.88396044455814,81.46302183227428,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
334,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.89162388139579,80.83806881665177,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
335,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.89928731823343,80.21311580102926,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
336,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.90695075507108,79.58816278540675,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
337,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.91461419190873,78.96320976978424,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
338,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.92227762874637,78.33825675416173,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
339,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.929941065584,77.71330373853922,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
340,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.93760450242165,77.08835072291672,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
341,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9452679392593,76.4633977072942,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
342,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.95293137609694,75.8384446916717,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
343,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96059481293459,75.21349167604919,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
344,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96825824977223,74.58853866042668,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
345,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.97592168660988,73.96358564480417,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
346,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.98358512344753,73.33863262918166,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
347,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99124856028516,72.71367961355915,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
348,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99762489804864,72.08871861175024,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
349,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99771716386176,71.46371861856065,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
350,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99780942967489,70.83871862537106,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
351,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99790169548801,70.21371863218147,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
352,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99799396130113,69.58871863899188,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
353,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99808622711426,68.96371864580229,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
354,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99817849292738,68.3387186526127,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
355,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9982707587405,67.71371865942311,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
356,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99836302455363,67.08871866623352,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
