tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3ca26eb00a8710d7_score,player_88d0e9ea_x,player_88d0e9ea_y,player_88d0e9ea_move_target,player_88d0e9ea_item,player_88d0e9ea_score,player_88d0e9ea_cut_speed,player_88d0e9ea_speed,player_877fb03b_x,player_877fb03b_y,player_877fb03b_move_target,player_877fb03b_item,player_877fb03b_score,player_877fb03b_cut_speed,player_877fb03b_speed
1159,0,1,,0,2,tomato,1.824999999999996,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1160,0,1,,0,2,tomato,1.824999999999996,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1161,0,1,,0,2,tomato,1.824999999999996,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1162,0,1,,0,2,tomato,1.8333333333333293,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1163,0,1,,0,2,tomato,1.8416666666666626,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1164,0,1,,0,2,tomato,1.8499999999999959,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1165,0,1,,0,2,tomato,1.8583333333333292,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1166,0,1,,0,2,tomato,1.8666666666666625,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1167,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1168,0,1,,0,2,tomato,1.883333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1169,0,1,,0,2,tomato,1.8916666666666624,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1170,0,1,,0,2,tomato,1.8999999999999957,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1171,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1172,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1173,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1174,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1175,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1176,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1177,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1178,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1179,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1180,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1181,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1182,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1183,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1184,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1185,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1186,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1187,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1188,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1189,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1190,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1191,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.35355339059322,55.64644660940678,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1192,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.70710678118644,55.29289321881356,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1193,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.06066017177966,54.93933982822034,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1194,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.41421356237288,54.58578643762712,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1195,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.7677669529661,54.2322330470339,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1196,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.12132034355932,53.87867965644068,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1197,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.47487373415254,53.52512626584746,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1198,0,1,,0,2,tomato,1.933333333333329,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.82842712474576,53.17157287525424,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1199,0,1,,0,2,tomato,1.9416666666666622,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.18198051533898,52.81801948466102,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1200,0,1,,0,2,tomato,1.9499999999999955,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.5355339059322,52.4644660940678,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1201,0,1,,0,2,tomato,1.9583333333333288,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.88908729652542,52.11091270347458,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1202,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.24264068711864,51.75735931288136,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1203,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.59619407771186,51.40380592228814,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1204,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.94974746830508,51.05025253169492,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1205,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.3033008588983,50.6966991411017,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1206,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.656854249491516,50.343145750508484,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1207,0,1,,0,2,tomato,1.9749999999999954,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.010407640084736,49.989592359915264,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1208,0,1,,0,2,tomato,1.9833333333333287,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.363961030677956,49.636038969322044,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1209,0,1,,0,2,tomato,1.991666666666662,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.717514421271176,49.282485578728824,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1210,0,1,,0,2,tomato,1.9999999999999953,1,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.071067811864395,48.928932188135605,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1211,0,1,,0,2,tomato,2.008333333333329,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.424621202457615,48.575378797542385,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1212,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.778174593050835,48.221825406949165,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1213,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.13172798364405,47.868272016355945,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1214,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.48528137423727,47.514718625762725,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1215,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.8388347648305,47.161165235169506,,,0,1.0,12.0,24.0,41.250000000000284,,,0,0.2,30.0
1216,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.19238815542371,46.807611844576286,,,0,1.0,12.0,24.0,42.50000000000057,,,0,0.2,30.0
1217,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.54594154601693,46.454058453983066,,,0,1.0,12.0,24.0,43.75000000000085,,,0,0.2,30.0
1218,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.89949493661015,46.100505063389846,,,0,1.0,12.0,24.0,45.00000000000114,,,0,0.2,30.0
1219,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.25304832720337,45.74695167279663,,,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
1220,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.6066017177966,45.39339828220341,,,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
1221,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.96015510838981,45.03984489161019,,,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
1222,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.31370849898303,44.68629150101697,,,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
1223,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.66726188957625,44.33273811042375,,,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
1224,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.02081528016947,43.97918471983053,,,0,1.0,12.0,24.0,52.50000000000284,,,0,0.2,30.0
1225,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.37436867076269,43.62563132923731,,,0,1.0,12.0,24.0,53.750000000003126,,,0,0.2,30.0
1226,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.72792206135591,43.27207793864409,,,0,1.0,12.0,24.0,55.00000000000341,,,0,0.2,30.0
1227,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.08147545194913,42.91852454805087,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1228,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.43502884254235,42.56497115745765,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1229,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5833333333333302,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.78858223313557,42.21141776686443,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1230,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5916666666666635,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.14213562372879,41.85786437627121,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1231,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.5999999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.49568901432201,41.50431098567799,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1232,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.60833333333333,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.84924240491523,41.15075759508477,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1233,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.6166666666666634,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.20279579550845,40.79720420449155,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1234,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.6249999999999967,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.55634918610167,40.44365081389833,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1235,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.63333333333333,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.95528924982273,40.19778838398448,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1236,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.6416666666666633,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.45525126340897,40.191625189131166,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1237,0,1,,0,2,tomato,2.016666666666662,2,0,3,tomato,1.6499999999999966,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.95521327699521,40.18546199427785,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
