tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d695caff657b08d1_score,player_3dc25d5e_x,player_3dc25d5e_y,player_3dc25d5e_move_target,player_3dc25d5e_item,player_3dc25d5e_score,player_3dc25d5e_cut_speed,player_3dc25d5e_speed,player_8e0f7d92_x,player_8e0f7d92_y,player_8e0f7d92_move_target,player_8e0f7d92_item,player_8e0f7d92_score,player_8e0f7d92_cut_speed,player_8e0f7d92_speed,64d953e6405a43eb_score,16f5debf317c3c6c_message,b22d52751c9f2da3_score
287,train,True,0,1,tomato,0.9583333333333329,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
288,train,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
289,train,True,0,1,tomato,1.0416666666666663,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
290,train,True,0,1,tomato,1.083333333333333,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
291,train,True,0,1,tomato,1.1249999999999998,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
292,train,True,0,1,tomato,1.1666666666666665,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
293,train,True,0,1,tomato,1.2083333333333333,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
294,train,True,0,1,tomato,1.25,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
295,train,True,0,1,tomato,1.2916666666666667,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
296,train,True,0,1,tomato,1.3333333333333335,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
297,train,True,0,1,tomato,1.3750000000000002,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
298,train,True,0,1,tomato,1.416666666666667,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
299,train,True,0,1,tomato,1.4583333333333337,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
300,train,True,0,1,tomato,1.5000000000000004,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
301,train,True,0,1,tomato,1.5416666666666672,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
302,train,True,0,1,tomato,1.583333333333334,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
303,train,True,0,1,tomato,1.6250000000000007,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
304,train,True,0,1,tomato,1.6666666666666674,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
305,train,True,0,1,tomato,1.7083333333333341,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
306,train,True,0,1,tomato,1.7500000000000009,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
307,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
308,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
309,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
310,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.24999999999993,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
311,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.499999999999858,24.0,,,0,1.0,30.0,24.88388347648305,39.11611652351695,,,0,1.0,30.0,,,
312,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.749999999999787,24.0,,,0,1.0,30.0,25.7677669529661,38.2322330470339,,,0,1.0,30.0,,,
313,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.999999999999716,24.0,,,0,1.0,30.0,26.65165042944915,37.34834957055085,,,0,1.0,30.0,,,
314,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.249999999999645,24.0,,,0,1.0,30.0,27.535533905932198,36.4644660940678,,,0,1.0,30.0,,,
315,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.499999999999574,24.0,,,0,1.0,30.0,28.419417382415247,35.58058261758475,,,0,1.0,30.0,,,
316,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.749999999999716,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
317,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.0,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
318,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.250000000000284,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
319,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.50000000000057,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
320,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.75000000000085,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
321,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.00000000000114,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
322,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.25000000000142,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
323,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.500000000001705,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
324,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.75000000000199,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
325,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.000000000002274,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
326,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.25000000000256,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
327,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.50000000000284,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
328,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.750000000003126,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
329,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.00000000000341,24.0,,,0,1.0,30.0,29.303300858898297,34.6966991411017,,,0,1.0,30.0,,,
330,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.250000000003695,24.0,,,0,1.0,30.0,30.187184335381346,33.812815664618654,,,0,1.0,30.0,,,
331,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.50000000000398,24.0,,,0,1.0,30.0,31.071067811864395,32.928932188135605,,,0,1.0,30.0,,,
332,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.75000000000426,24.0,,,0,1.0,30.0,31.954951288347445,32.045048711652555,,,0,1.0,30.0,,,
333,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.00000000000455,24.0,,,0,1.0,30.0,32.838834764830494,31.161165235169506,,,0,1.0,30.0,,,
334,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.25000000000483,24.0,,,0,1.0,30.0,33.722718241313544,30.277281758686456,,,0,1.0,30.0,,,
335,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.500000000005116,24.0,,,0,1.0,30.0,34.60660171779659,29.393398282203407,,,0,1.0,30.0,,,
336,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.7500000000054,24.0,,,0,1.0,30.0,35.49048519427964,28.509514805720357,,,0,1.0,30.0,,,
337,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.000000000005684,24.0,,,0,1.0,30.0,36.37436867076269,27.625631329237308,,,0,1.0,30.0,,,
338,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.25000000000597,24.0,,,0,1.0,30.0,37.25825214724574,26.74174785275426,,,0,1.0,30.0,,,
339,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.50000000000625,24.0,,,0,1.0,30.0,38.14213562372879,25.85786437627121,,,0,1.0,30.0,,,
340,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.75000000000654,24.0,,,0,1.0,30.0,39.02601910021184,24.97398089978816,,,0,1.0,30.0,,,
341,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.00000000000682,24.0,,,0,1.0,30.0,39.803836559516924,24.196163440483076,,,0,1.0,30.0,,,
342,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.2500000000071,24.0,,,0,1.0,30.0,41.05374488596064,24.181024897426084,,,0,1.0,30.0,,,
343,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.50000000000739,24.0,,,0,1.0,30.0,42.303653212404356,24.165886354369093,,,0,1.0,30.0,,,
344,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.75000000000767,24.0,,,0,1.0,30.0,43.55356153884807,24.1507478113121,,,0,1.0,30.0,,,
345,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.00000000000796,24.0,,,0,1.0,30.0,44.80346986529179,24.13560926825511,,,0,1.0,30.0,,,
346,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.25000000000824,24.0,,,0,1.0,30.0,46.053378191735504,24.12047072519805,,,0,1.0,30.0,,,
347,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.50000000000853,24.0,,,0,1.0,30.0,47.30328651817922,24.105332182140884,,,0,1.0,30.0,,,
348,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.75000000000881,24.0,,,0,1.0,30.0,48.553194844622936,24.09019363908372,,,0,1.0,30.0,,,
349,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.0000000000091,24.0,,,0,1.0,30.0,49.80310317106665,24.075055096026553,,,0,1.0,30.0,,,
350,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.25000000000938,24.0,,,0,1.0,30.0,51.05301149751037,24.059916552969387,,,0,1.0,30.0,,,
351,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.50000000000966,24.0,,,0,1.0,30.0,52.302919823954085,24.04477800991222,,,0,1.0,30.0,,,
352,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.75000000000995,24.0,,,0,1.0,30.0,53.5528281503978,24.029639466855055,,,0,1.0,30.0,,,
353,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.00000000001023,24.0,,,0,1.0,30.0,54.80273647684152,24.01450092379789,,,0,1.0,30.0,,,
354,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.25000000001052,24.0,,,0,1.0,30.0,55.80266313799649,24.002390089352158,,,0,1.0,30.0,,,
355,train,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.5000000000108,24.0,,,0,1.0,30.0,57.05266312438775,24.002205638557253,,,0,1.0,30.0,,,
