tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,649d22291af2f4f6_score,player_c7e5316c_x,player_c7e5316c_y,player_c7e5316c_move_target,player_c7e5316c_item,player_c7e5316c_score,player_c7e5316c_cut_speed,player_c7e5316c_speed,player_699a5e30_x,player_699a5e30_y,player_699a5e30_move_target,player_699a5e30_item,player_699a5e30_score,player_699a5e30_cut_speed,player_699a5e30_speed,19b2cdc44e817e0f_score,40f7348b403924d3_message,bc0968f46c048d59_score
1425,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1426,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1427,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1428,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1429,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1430,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1431,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1432,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1433,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1434,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1435,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1436,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1437,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1438,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1439,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1440,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1441,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1442,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1443,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1444,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1445,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1446,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1447,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1448,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1449,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1450,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1451,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1452,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1453,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1454,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1455,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1456,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1457,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1458,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1459,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1460,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1461,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1462,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1463,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1464,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1465,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1466,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1467,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1468,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1469,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1470,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1471,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1472,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1473,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1474,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1475,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1476,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1477,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1478,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1479,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1480,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1481,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1482,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.250000000000284,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1483,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.50000000000057,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1484,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.75000000000085,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1485,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.00000000000114,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1486,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.25000000000142,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1487,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.500000000001705,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1488,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.75000000000199,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1489,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.00000000000227,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1490,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.25000000000256,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1491,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.50000000000284,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1492,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.75000000000313,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
1493,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.00000000000341,40.0,,,0,1.0,30.0,55.9996909517742,90.09496732420095,,plate,0,1.0,30.0,,,
