tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,49c9d9e85ec093c9_score,player_6c6d026c_x,player_6c6d026c_y,player_6c6d026c_move_target,player_6c6d026c_item,player_6c6d026c_score,player_6c6d026c_cut_speed,player_6c6d026c_speed,player_d1cd465b_x,player_d1cd465b_y,player_d1cd465b_move_target,player_d1cd465b_item,player_d1cd465b_score,player_d1cd465b_cut_speed,player_d1cd465b_speed
699,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
700,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
701,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
702,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
703,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
704,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
705,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.74999999999972,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
706,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.49999999999943,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
707,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.24999999999915,,tomato_cut,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
708,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.99999999999886,,tomato_cut,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0
709,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.74999999999858,,tomato_cut,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0
710,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.4999999999983,,tomato_cut,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0
711,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.24999999999801,,tomato_cut,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0
712,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.999999999997726,,tomato_cut,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0
713,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.74999999999744,,tomato_cut,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0
714,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.49999999999716,,tomato_cut,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0
715,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.249999999996874,,tomato_cut,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0
716,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.99999999999659,,tomato_cut,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0
717,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.749999999996305,,tomato_cut,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0
718,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.49999999999602,,tomato_cut,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0
719,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.24999999999574,,tomato_cut,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0
720,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.99999999999545,,tomato_cut,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0
721,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.74999999999517,,tomato_cut,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0
722,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.499999999994884,,tomato_cut,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0
723,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.2499999999946,,tomato_cut,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0
724,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.999999999994316,,tomato_cut,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0
725,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.74999999999403,,tomato_cut,0,1.0,30.0,88.09009742330511,39.90990257669489,,plate,0,1.0,30.0
726,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,44.49999999999375,,tomato_cut,0,1.0,30.0,87.20621394682206,40.79378605317794,,plate,0,1.0,30.0
727,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.24999999999346,,tomato_cut,0,1.0,30.0,86.32233047033901,41.67766952966099,,plate,0,1.0,30.0
728,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.99999999999318,,tomato_cut,0,1.0,30.0,85.43844699385596,42.56155300614404,,plate,0,1.0,30.0
729,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.749999999992895,,tomato_cut,0,1.0,30.0,84.55456351737291,43.44543648262709,,plate,0,1.0,30.0
730,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,83.67068004088986,44.32931995911014,,plate,0,1.0,30.0
731,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,82.78679656440681,45.213203435593186,,plate,0,1.0,30.0
732,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,81.90291308792376,46.097086912076236,,plate,0,1.0,30.0
733,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,81.01902961144071,46.980970388559285,,plate,0,1.0,30.0
734,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,80.13514613495767,47.864853865042335,,plate,0,1.0,30.0
735,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,79.25126265847462,48.748737341525384,,plate,0,1.0,30.0
736,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,78.36737918199157,49.632620818008434,,plate,0,1.0,30.0
737,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,77.48349570550852,50.51650429449148,,plate,0,1.0,30.0
738,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,76.59961222902547,51.40038777097453,,plate,0,1.0,30.0
739,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,75.71572875254242,52.28427124745758,,plate,0,1.0,30.0
740,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,74.83184527605937,53.16815472394063,,plate,0,1.0,30.0
741,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,73.94796179957632,54.05203820042368,,plate,0,1.0,30.0
742,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,73.06407832309327,54.93592167690673,,plate,0,1.0,30.0
743,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,72.18019484661022,55.81980515338978,,plate,0,1.0,30.0
744,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,71.29631137012717,56.70368862987283,,plate,0,1.0,30.0
745,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,70.41242789364412,57.58757210635588,,plate,0,1.0,30.0
746,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,69.52854441716107,58.47145558283893,,plate,0,1.0,30.0
747,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,68.64466094067802,59.35533905932198,,plate,0,1.0,30.0
748,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,67.76077746419497,60.23922253580503,,plate,0,1.0,30.0
749,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,66.87689398771192,61.123106012288076,,plate,0,1.0,30.0
750,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,65.99301051122887,62.006989488771126,,plate,0,1.0,30.0
751,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,65.10912703474582,62.890872965254175,,plate,0,1.0,30.0
752,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,64.22524355826278,63.774756441737225,,plate,0,1.0,30.0
753,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,63.341360081779726,64.65863991822027,,plate,0,1.0,30.0
754,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,62.45747660529668,65.54252339470332,,plate,0,1.0,30.0
755,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,61.57359312881363,66.42640687118637,,plate,0,1.0,30.0
756,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,60.68970965233058,67.31029034766942,,plate,0,1.0,30.0
757,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,59.80582617584753,68.19417382415247,,plate,0,1.0,30.0
758,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,58.92194269936448,69.07805730063552,,plate,0,1.0,30.0
759,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,58.03805922288143,69.96194077711857,,plate,0,1.0,30.0
760,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,57.15417574639838,70.84582425360162,,plate,0,1.0,30.0
761,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.250000000000284,,,0,1.0,30.0,56.27029226991533,71.72970773008467,,plate,0,1.0,30.0
762,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.50000000000057,,,0,1.0,30.0,56.0,72.0,,plate,0,1.0,30.0
763,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.75000000000085,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
764,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.00000000000114,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
765,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.25000000000142,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
766,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.500000000001705,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
767,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.75000000000199,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
768,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.000000000002274,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
769,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.25000000000256,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
770,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.50000000000284,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
771,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.750000000003126,,,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0
772,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.00000000000341,,,0,1.0,30.0,56.0,70.74999999999972,,,0,1.0,30.0
773,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,56.0,69.49999999999943,,,0,1.0,30.0
