tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,06d20821cd4a44b7_score,player_24a458af_x,player_24a458af_y,player_24a458af_move_target,player_24a458af_item,player_24a458af_score,player_24a458af_cut_speed,player_24a458af_speed,player_bda21d11_x,player_bda21d11_y,player_bda21d11_move_target,player_bda21d11_item,player_bda21d11_score,player_bda21d11_cut_speed,player_bda21d11_speed
1140,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.05809992780331,51.203000496683615,,plate,0,1.0,30.0,72.78649156575383,71.20392711598129,,plate,0,1.0,30.0
1141,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.04296138474632,52.45290882312733,,plate,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1142,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.02782284168917,53.70281714957105,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1143,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.01268429863147,54.95272547601476,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1144,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.72126494341975,56.08721304982993,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1145,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.84274886238072,56.97643152430942,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1146,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.96423278134168,57.86564999878891,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1147,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.08571670030264,58.7548684732684,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1148,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.2072006192636,59.644086947747894,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1149,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.32868453822456,60.533305422227386,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1150,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.45016845718553,61.42252389670688,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1151,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.57165237614649,62.31174237118637,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1152,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.69313629510745,63.20096084566586,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1153,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.81462021406841,64.09017932014535,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1154,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.93610413302937,64.97939779462484,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1155,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.05758805199034,65.86861626910434,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1156,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.1790719709513,66.75783474358383,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1157,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.30055588991226,67.64705321806332,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1158,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.42203980887322,68.53627169254281,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1159,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.54352372783418,69.4254901670223,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1160,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.66500764679418,70.3147086415018,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1161,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.78649156575383,71.20392711598129,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1162,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1163,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1164,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1165,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1166,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1167,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1168,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1169,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1170,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1171,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1172,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1173,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1174,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1175,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1176,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1177,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1178,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1179,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1180,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1181,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1182,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1183,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1184,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1185,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1186,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1187,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1188,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1189,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1190,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1191,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,73.25000000000028,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1192,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,74.50000000000057,,plate,0,1.0,30.0,72.0,72.0,,,0,1.0,30.0
1193,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,75.75000000000085,,plate,0,1.0,30.0,72.0,73.25000000000028,,,0,1.0,30.0
1194,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,77.00000000000114,,plate,0,1.0,30.0,72.0,74.50000000000057,,,0,1.0,30.0
1195,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,78.25000000000142,,plate,0,1.0,30.0,72.0,75.75000000000085,,,0,1.0,30.0
1196,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,79.5000000000017,,plate,0,1.0,30.0,72.0,77.00000000000114,,,0,1.0,30.0
1197,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,80.75000000000199,,plate,0,1.0,30.0,72.0,78.25000000000142,,,0,1.0,30.0
1198,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,82.00000000000227,,plate,0,1.0,30.0,72.0,79.5000000000017,,,0,1.0,30.0
1199,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,83.25000000000256,,plate,0,1.0,30.0,72.0,80.75000000000199,,,0,1.0,30.0
1200,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,84.50000000000284,,plate,0,1.0,30.0,72.0,82.00000000000227,,,0,1.0,30.0
1201,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,85.75000000000313,,plate,0,1.0,30.0,72.0,83.25000000000256,,,0,1.0,30.0
1202,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,87.00000000000341,,plate,0,1.0,30.0,72.0,84.50000000000284,,,0,1.0,30.0
1203,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.6837844334222,88.12016826116314,,plate,0,1.0,30.0,72.0,85.75000000000313,,,0,1.0,30.0
1204,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.805407859595,89.0095245421619,,plate,0,1.0,30.0,72.0,87.00000000000341,,,0,1.0,30.0
1205,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.92703128576852,89.89888082316065,,plate,0,1.0,30.0,71.6837844334222,88.12016826116314,,,0,1.0,30.0
1206,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.0486547119425,90.7882371041594,,plate,0,1.0,30.0,70.805407859595,89.0095245421619,,,0,1.0,30.0
1207,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.1702781381165,91.67759338515816,,plate,0,1.0,30.0,69.92703128576852,89.89888082316065,,,0,1.0,30.0
1208,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.29190156429048,92.56694966615692,,plate,0,1.0,30.0,69.0486547119425,90.7882371041594,,,0,1.0,30.0
1209,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.41352499046448,93.45630594715567,,plate,0,1.0,30.0,68.1702781381165,91.67759338515816,,,0,1.0,30.0
1210,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.53514841663846,94.34566222815442,,plate,0,1.0,30.0,67.29190156429048,92.56694966615692,,,0,1.0,30.0
1211,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.65677184281246,95.23501850915318,,plate,0,1.0,30.0,66.41352499046448,93.45630594715567,,,0,1.0,30.0
