tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,ed75a78a747a4816_score,player_e8521d04_x,player_e8521d04_y,player_e8521d04_move_target,player_e8521d04_item,player_e8521d04_score,player_e8521d04_cut_speed,player_e8521d04_speed,player_bea759d7_x,player_bea759d7_y,player_bea759d7_move_target,player_bea759d7_item,player_bea759d7_score,player_bea759d7_cut_speed,player_bea759d7_speed,ed9fe14b8a111079_score,aa5087460927f6b4_message,658dfed52bd94555_score
2008,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.0,,,3,1.0,30.0,24.0,54.00000000000455,,tomato_cut,0,1.0,30.0,,,
2009,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.0,,,3,1.0,30.0,24.0,55.25000000000483,,tomato_cut,0,1.0,30.0,,,
2010,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.0,,,3,1.0,30.0,24.0,56.500000000005116,,tomato_cut,0,1.0,30.0,,,
2011,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.0,,,3,1.0,30.0,24.0,57.7500000000054,,tomato_cut,0,1.0,30.0,,,
2012,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.0,,,3,1.0,30.0,24.0,59.000000000005684,,tomato_cut,0,1.0,30.0,,,
2013,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.0,,,3,1.0,30.0,24.0,60.25000000000597,,tomato_cut,0,1.0,30.0,,,
2014,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,70.74999999999972,,,3,1.0,30.0,24.0,61.50000000000625,,tomato_cut,0,1.0,30.0,,,
2015,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,69.49999999999943,,,3,1.0,30.0,24.0,62.75000000000654,,tomato_cut,0,1.0,30.0,,,
2016,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,68.24999999999915,,,3,1.0,30.0,24.0,64.00000000000682,,tomato_cut,0,1.0,30.0,,,
2017,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,66.99999999999886,,,3,1.0,30.0,24.0,65.2500000000071,,tomato_cut,0,1.0,30.0,,,
2018,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,65.74999999999858,,,3,1.0,30.0,24.0,66.50000000000739,,tomato_cut,0,1.0,30.0,,,
2019,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,64.4999999999983,,,3,1.0,30.0,24.0,67.75000000000767,,tomato_cut,0,1.0,30.0,,,
2020,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,63.24999999999801,,,3,1.0,30.0,24.0,69.00000000000796,,tomato_cut,0,1.0,30.0,,,
2021,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,61.999999999997726,,,3,1.0,30.0,24.0,70.25000000000824,,tomato_cut,0,1.0,30.0,,,
2022,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,60.74999999999744,,,3,1.0,30.0,24.0,71.50000000000853,,tomato_cut,0,1.0,30.0,,,
2023,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,59.49999999999716,,,3,1.0,30.0,24.0,72.0,,tomato_cut,0,1.0,30.0,,,
2024,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,58.249999999996874,,,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2025,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.99999999999659,,,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2026,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2027,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2028,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2029,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2030,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2031,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2032,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2033,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2034,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2035,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2036,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2037,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2038,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2039,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2040,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2041,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2042,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2043,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2044,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2045,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2046,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2047,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,70.74999999999972,,,0,1.0,30.0,,,
2048,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,69.49999999999943,,,0,1.0,30.0,,,
2049,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,68.24999999999915,,,0,1.0,30.0,,,
2050,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,66.99999999999886,,,0,1.0,30.0,,,
2051,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,65.74999999999858,,,0,1.0,30.0,,,
2052,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,64.4999999999983,,,0,1.0,30.0,,,
2053,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,63.24999999999801,,,0,1.0,30.0,,,
2054,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,61.999999999997726,,,0,1.0,30.0,,,
2055,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,60.74999999999744,,,0,1.0,30.0,,,
2056,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,59.49999999999716,,,0,1.0,30.0,,,
2057,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,58.249999999996874,,,0,1.0,30.0,,,
2058,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,56.99999999999659,,,0,1.0,30.0,,,
2059,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,55.749999999996305,,,0,1.0,30.0,,,
2060,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,54.49999999999602,,,0,1.0,30.0,,,
2061,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,53.24999999999574,,,0,1.0,30.0,,,
2062,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,51.99999999999545,,,0,1.0,30.0,,,
2063,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,50.74999999999517,,,0,1.0,30.0,,,
2064,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,49.499999999994884,,,0,1.0,30.0,,,
2065,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,48.2499999999946,,,0,1.0,30.0,,,
2066,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,46.999999999994316,,,0,1.0,30.0,,,
2067,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,45.74999999999403,,,0,1.0,30.0,,,
2068,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,44.49999999999375,,,0,1.0,30.0,,,
2069,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,43.24999999999346,,,0,1.0,30.0,,,
2070,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.583333333333329,3,2,2,tomato_cut,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.0,,tomato_cut,3,1.0,30.0,24.0,41.99999999999318,,,0,1.0,30.0,,,
