tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,697d9c3898e3f54b_score,player_0f472214_x,player_0f472214_y,player_0f472214_move_target,player_0f472214_item,player_0f472214_score,player_0f472214_cut_speed,player_0f472214_speed,player_2f0ced5c_x,player_2f0ced5c_y,player_2f0ced5c_move_target,player_2f0ced5c_item,player_2f0ced5c_score,player_2f0ced5c_cut_speed,player_2f0ced5c_speed,28eed8d83d61c70b_score,e200bee45eab9044_message,dd67b36211c8c9b2_score
1165,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1166,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1167,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1168,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1169,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1170,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1171,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1172,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1173,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1174,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1175,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1176,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,38.749999999999716,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1177,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,37.49999999999943,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1178,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,36.24999999999915,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1179,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,34.99999999999886,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1180,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,33.74999999999858,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1181,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,32.499999999998295,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1182,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,31.249999999998227,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1183,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,29.9999999999983,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1184,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,28.74999999999837,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1185,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,27.49999999999844,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1186,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,26.24999999999851,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1187,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.999999999998582,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1188,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1189,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1190,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1191,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1192,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1193,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1194,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1195,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1196,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1197,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1198,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1199,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1200,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1201,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1202,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1203,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1204,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1205,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1206,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1207,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1208,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1209,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1210,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1211,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1212,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1213,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1214,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
1215,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,86.74999999999972,40.0,,,1,1.0,30.0,,,
1216,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,85.49999999999943,40.0,,,1,1.0,30.0,,,
1217,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,84.24999999999915,40.0,,,1,1.0,30.0,,,
1218,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,82.99999999999886,40.0,,,1,1.0,30.0,,,
1219,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,81.74999999999858,40.0,,,1,1.0,30.0,,,
1220,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,80.4999999999983,40.0,,,1,1.0,30.0,,,
1221,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,79.24999999999801,40.0,,,1,1.0,30.0,,,
1222,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,77.99999999999773,40.0,,,1,1.0,30.0,,,
1223,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,76.74999999999744,40.0,,,1,1.0,30.0,,,
1224,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,75.49999999999716,40.0,,,1,1.0,30.0,,,
1225,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,74.24999999999687,40.0,,,1,1.0,30.0,,,
1226,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,72.99999999999659,40.0,,,1,1.0,30.0,,,
1227,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,71.87983173883686,40.31621556657754,,,1,1.0,30.0,,,
1228,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,70.9904754578381,41.19459214040404,,,1,1.0,30.0,,,
1229,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,70.10111917683935,42.07296871423054,,,1,1.0,30.0,,,
1230,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,69.2117628958406,42.95134528805704,,,1,1.0,30.0,,,
1231,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,68.32240661484184,43.82972186188354,,,1,1.0,30.0,,,
1232,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,67.43305033384308,44.70809843571004,,,1,1.0,30.0,,,
1233,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,66.54369405284433,45.58647500953654,,,1,1.0,30.0,,,
1234,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,65.65433777184558,46.46485158336304,,,1,1.0,30.0,,,
1235,train,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,24.0,,tomato,0,1.0,30.0,64.76498149084682,47.34322815718954,,,1,1.0,30.0,,,
