tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,03777429c0e43c71_score,player_97ca58e6_x,player_97ca58e6_y,player_97ca58e6_move_target,player_97ca58e6_item,player_97ca58e6_score,player_97ca58e6_cut_speed,player_97ca58e6_speed,player_d7ebe5a4_x,player_d7ebe5a4_y,player_d7ebe5a4_move_target,player_d7ebe5a4_item,player_d7ebe5a4_score,player_d7ebe5a4_cut_speed,player_d7ebe5a4_speed,636d5505769ae6a2_score,a268e301d7e5ebd6_message,8070462c9f45f0c6_score
1810,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1811,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1812,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1813,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1814,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1815,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1816,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1817,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1818,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1819,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1820,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1821,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1822,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1823,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1824,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1825,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1826,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1827,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,104.0,40.0,,,2,1.0,30.0,,,
1828,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,102.74999999999972,40.0,,,2,1.0,30.0,,,
1829,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,101.49999999999943,40.0,,,2,1.0,30.0,,,
1830,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,100.24999999999915,40.0,,,2,1.0,30.0,,,
1831,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,98.99999999999886,40.0,,,2,1.0,30.0,,,
1832,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,97.74999999999858,40.0,,,2,1.0,30.0,,,
1833,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,96.4999999999983,40.0,,,2,1.0,30.0,,,
1834,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,95.24999999999801,40.0,,,2,1.0,30.0,,,
1835,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,93.99999999999773,40.0,,,2,1.0,30.0,,,
1836,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,92.74999999999744,40.0,,,2,1.0,30.0,,,
1837,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,91.49999999999716,40.0,,,2,1.0,30.0,,,
1838,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,90.24999999999687,40.0,,,2,1.0,30.0,,,
1839,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,88.99999999999659,40.0,,,2,1.0,30.0,,,
1840,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,87.7499999999963,40.0,,,2,1.0,30.0,,,
1841,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,86.49999999999602,40.0,,,2,1.0,30.0,,,
1842,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,85.24999999999574,40.0,,,2,1.0,30.0,,,
1843,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,83.99999999999545,40.0,,,2,1.0,30.0,,,
1844,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,82.74999999999517,40.0,,,2,1.0,30.0,,,
1845,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,81.49999999999488,40.0,,,2,1.0,30.0,,,
1846,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,80.2499999999946,40.0,,,2,1.0,30.0,,,
1847,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,78.99999999999432,40.0,,,2,1.0,30.0,,,
1848,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,77.74999999999403,40.0,,,2,1.0,30.0,,,
1849,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,76.49999999999375,40.0,,,2,1.0,30.0,,,
1850,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,75.24999999999346,40.0,,,2,1.0,30.0,,,
1851,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,73.99999999999318,40.0,,,2,1.0,30.0,,,
1852,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,72.7499999999929,40.0,,,2,1.0,30.0,,,
1853,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,71.49999999999261,40.0,,,2,1.0,30.0,,,
1854,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,70.24999999999233,40.0,,,2,1.0,30.0,,,
1855,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,68.99999999999204,40.0,,,2,1.0,30.0,,,
1856,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,67.74999999999176,40.0,,,2,1.0,30.0,,,
1857,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,66.49999999999147,40.0,,,2,1.0,30.0,,,
1858,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,65.24999999999119,40.0,,,2,1.0,30.0,,,
1859,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,63.999999999990905,40.0,,,2,1.0,30.0,,,
1860,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,62.74999999999062,40.0,,,2,1.0,30.0,,,
1861,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,61.49999999999034,40.0,,,2,1.0,30.0,,,
1862,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,60.24999999999005,40.0,,,2,1.0,30.0,,,
1863,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,58.99999999998977,40.0,,,2,1.0,30.0,,,
1864,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,57.749999999989484,40.0,,,2,1.0,30.0,,,
1865,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.4999999999892,40.0,,,2,1.0,30.0,,,
1866,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,
1867,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1868,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1869,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1870,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1871,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1872,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1873,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1874,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1875,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
1876,train,True,0,1,None_cut,3.666666666666662,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_salad,2,1.0,30.0,,,
