tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,2c412805ea4772d0_score,player_4e6a465c_x,player_4e6a465c_y,player_4e6a465c_move_target,player_4e6a465c_item,player_4e6a465c_score,player_4e6a465c_cut_speed,player_4e6a465c_speed,player_16ee464c_x,player_16ee464c_y,player_16ee464c_move_target,player_16ee464c_item,player_16ee464c_score,player_16ee464c_cut_speed,player_16ee464c_speed,5acc9c1eec33d189_score,195204d0d3405aa4_message,0fdcc0a4829ef8cb_score
1740,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,32.499999999998295,,plate,0,1.0,30.0,88.0,40.0,,plate,0,1.0,30.0,,,
1741,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,31.249999999998227,,plate,0,1.0,30.0,88.0,40.0,,plate,0,1.0,30.0,,,
1742,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,29.9999999999983,,plate,0,1.0,30.0,88.0,40.0,,plate,0,1.0,30.0,,,
1743,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,28.74999999999837,,plate,0,1.0,30.0,88.0,40.0,,plate,0,1.0,30.0,,,
1744,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,27.49999999999844,,plate,0,1.0,30.0,88.0,40.0,,plate,0,1.0,30.0,,,
1745,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,26.24999999999851,,plate,0,1.0,30.0,86.74999999999972,40.0,,plate,0,1.0,30.0,,,
1746,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.999999999998582,,plate,0,1.0,30.0,85.49999999999943,40.0,,plate,0,1.0,30.0,,,
1747,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,plate,0,1.0,30.0,84.24999999999915,40.0,,plate,0,1.0,30.0,,,
1748,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,82.99999999999886,40.0,,plate,0,1.0,30.0,,,
1749,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,81.74999999999858,40.0,,plate,0,1.0,30.0,,,
1750,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,80.4999999999983,40.0,,plate,0,1.0,30.0,,,
1751,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,79.24999999999801,40.0,,plate,0,1.0,30.0,,,
1752,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,77.99999999999773,40.0,,plate,0,1.0,30.0,,,
1753,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,76.74999999999744,40.0,,plate,0,1.0,30.0,,,
1754,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,75.49999999999716,40.0,,plate,0,1.0,30.0,,,
1755,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,74.24999999999687,40.0,,plate,0,1.0,30.0,,,
1756,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,72.99999999999659,40.0,,plate,0,1.0,30.0,,,
1757,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,71.87983173883686,40.31621556657754,,plate,0,1.0,30.0,,,
1758,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,70.9904754578381,41.19459214040404,,plate,0,1.0,30.0,,,
1759,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,70.10111917683935,42.07296871423054,,plate,0,1.0,30.0,,,
1760,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,69.2117628958406,42.95134528805704,,plate,0,1.0,30.0,,,
1761,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,68.32240661484184,43.82972186188354,,plate,0,1.0,30.0,,,
1762,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,67.43305033384308,44.70809843571004,,plate,0,1.0,30.0,,,
1763,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,66.54369405284433,45.58647500953654,,plate,0,1.0,30.0,,,
1764,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,65.65433777184558,46.46485158336304,,plate,0,1.0,30.0,,,
1765,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,64.76498149084682,47.34322815718954,,plate,0,1.0,30.0,,,
1766,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,63.87562520984797,48.22160473101604,,plate,0,1.0,30.0,,,
1767,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,62.9862689288485,49.099981304842544,,plate,0,1.0,30.0,,,
1768,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,62.09691264784904,49.978357878669044,,plate,0,1.0,30.0,,,
1769,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,61.20755636684957,50.856734452495544,,plate,0,1.0,30.0,,,
1770,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,60.31820008585011,51.735111026322045,,plate,0,1.0,30.0,,,
1771,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,59.42884380485064,52.613487600148545,,plate,0,1.0,30.0,,,
1772,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,58.53948752385118,53.491864173975046,,plate,0,1.0,30.0,,,
1773,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,57.650131242851714,54.370240747801546,,plate,0,1.0,30.0,,,
1774,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.76077496185225,55.24861732162794,,plate,0,1.0,30.0,,,
1775,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.18626191223713,56.26074682117119,,plate,0,1.0,30.0,,,
1776,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.17147016286084,57.510659299767305,,plate,0,1.0,30.0,,,
1777,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.156678413484556,58.76057177836342,,plate,0,1.0,30.0,,,
1778,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.14188666410827,60.010484256959536,,plate,0,1.0,30.0,,,
1779,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.127094914731984,61.26039673555565,,plate,0,1.0,30.0,,,
1780,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.1123031653557,62.51030921415177,,plate,0,1.0,30.0,,,
1781,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.09751141597941,63.76022169274788,,plate,0,1.0,30.0,,,
1782,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.082719666603126,65.010134171344,,plate,0,1.0,30.0,,,
1783,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.06792791722684,66.26004664994012,,plate,0,1.0,30.0,,,
1784,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.05313616785055,67.50995912853624,,plate,0,1.0,30.0,,,
1785,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.03834441847422,68.75987160713235,,plate,0,1.0,30.0,,,
1786,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.023552669097576,70.00978408572847,,plate,0,1.0,30.0,,,
1787,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.008760919720935,71.25969656432459,,plate,0,1.0,30.0,,,
1788,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.002155159526986,72.50965804813232,,plate,0,1.0,30.0,,,
1789,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00198124797658,73.7596580360349,,plate,0,1.0,30.0,,,
1790,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.001807336426175,75.00965802393749,,plate,0,1.0,30.0,,,
1791,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00163342487577,76.25965801184007,,plate,0,1.0,30.0,,,
1792,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.001459513325365,77.50965799974266,,plate,0,1.0,30.0,,,
1793,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00128560177496,78.75965798764524,,plate,0,1.0,30.0,,,
1794,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.001111690224555,80.00965797554782,,plate,0,1.0,30.0,,,
1795,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00093777867423,81.25965796345041,,plate,0,1.0,30.0,,,
1796,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00076386712418,82.50965795135299,,plate,0,1.0,30.0,,,
1797,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00058995557413,83.75965793925558,,plate,0,1.0,30.0,,,
1798,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00041604402408,85.00965792715816,,plate,0,1.0,30.0,,,
1799,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00024213247403,86.25965791506074,,plate,0,1.0,30.0,,,
1800,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00006822092398,87.50965790296333,,plate,0,1.0,30.0,,,
1801,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00002492826012,88.75965790005908,,plate,0,1.0,30.0,,,
1802,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00002288366558,90.00965790005795,,plate,0,1.0,30.0,,,
1803,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,56.00002083907072,91.25965790005681,,plate,0,1.0,30.0,,,
1804,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,56.00001879447583,92.50965790005567,,plate,0,1.0,30.0,,,
1805,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,56.000016749880935,93.75965790005453,,plate,0,1.0,30.0,,,
1806,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,56.00001470528604,95.0096579000534,,plate,0,1.0,30.0,,,
1807,train,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,56.00001266069115,96.25965790005226,,plate,0,1.0,30.0,,,
